Id_comercio,periodo_fecha,Categoria_comercio,Ciudad,segmento_final_nombre,cantidad transacciones,ticket_promedio,monto_estimado_mes,comision_estimada_mes
5YI7WTR7RA,2021-02-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,14,199333.33333333334,2790666.666666667,139533.33333333334
5YI7WTR7RA,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,10,199333.33333333334,1993333.3333333335,99666.66666666669
5YI7WTR7RA,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,10,199333.33333333334,1993333.3333333335,99666.66666666669
5YI7WTR7RA,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,3,199333.33333333334,598000.0,29900.0
60B1N8AIZJ,2021-04-01,Belleza y cuidado personal,Bogotá D.C.,Valor medio-alto,2,71058.33333333333,142116.66666666666,7105.833333333333
60B1N8AIZJ,2021-05-01,Belleza y cuidado personal,Bogotá D.C.,Valor medio-alto,4,71058.33333333333,284233.3333333333,14211.666666666666
60D63QA8XY,2021-03-01,Belleza y cuidado personal,Bogotá D.C.,Valor medio-alto,8,65391.30434782609,523130.4347826087,26156.521739130436
60D63QA8XY,2021-04-01,Belleza y cuidado personal,Bogotá D.C.,Valor medio-alto,7,65391.30434782609,457739.1304347826,22886.956521739132
60D63QA8XY,2021-05-01,Belleza y cuidado personal,Bogotá D.C.,Valor medio-alto,8,65391.30434782609,523130.4347826087,26156.521739130436
60G7MZYD3B,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,953207.5757575758,953207.5757575758,47660.37878787879
60G7MZYD3B,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,12,953207.5757575758,11438490.90909091,571924.5454545455
60G7MZYD3B,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,20,953207.5757575758,19064151.515151516,953207.5757575758
60ZSZO6Q8Z,2021-01-01,Comercio detallista,Bogotá D.C.,Valor medio,5,2205979.8,11029899.0,551494.9500000001
612MV0PYZ7,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,6,551721.4285714285,3310328.571428571,165516.42857142855
612MV0PYZ7,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,5,551721.4285714285,2758607.1428571427,137930.35714285713
612MV0PYZ7,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,3,551721.4285714285,1655164.2857142854,82758.21428571428
61454Z9G5W,2021-02-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,173333.33333333334,173333.33333333334,8666.666666666668
61454Z9G5W,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,2,173333.33333333334,346666.6666666667,17333.333333333336
61KIA4DFWF,2021-01-01,Belleza y cuidado personal,Bogotá D.C.,Valor medio,1,441000.0,441000.0,22050.0
61KIA4DFWF,2021-02-01,Belleza y cuidado personal,Bogotá D.C.,Valor medio,1,441000.0,441000.0,22050.0
61LP1C9FL8,2021-03-01,Servicios,Bogotá D.C.,Valor medio-alto,4,29677.777777777777,118711.11111111111,5935.555555555556
61LP1C9FL8,2021-04-01,Servicios,Bogotá D.C.,Valor medio-alto,3,29677.777777777777,89033.33333333333,4451.666666666667
61LP1C9FL8,2021-05-01,Servicios,Bogotá D.C.,Valor medio-alto,2,29677.777777777777,59355.555555555555,2967.777777777778
6271HQZ27N,2021-02-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,6,37416.21621621621,224497.29729729728,11224.864864864865
6271HQZ27N,2021-03-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,7,37416.21621621621,261913.5135135135,13095.675675675675
6271HQZ27N,2021-04-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,11,37416.21621621621,411578.37837837834,20578.91891891892
6271HQZ27N,2021-05-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,13,37416.21621621621,486410.81081081077,24320.54054054054
62D3OJM728,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,3,25500.0,76500.0,3825.0
62D3OJM728,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,25500.0,25500.0,1275.0
62G5WVMRH3,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,2,236545.45454545456,473090.9090909091,23654.545454545456
62G5WVMRH3,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,5,236545.45454545456,1182727.2727272727,59136.36363636364
62G5WVMRH3,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,4,236545.45454545456,946181.8181818182,47309.09090909091
62LQJXETAX,2021-01-01,Servicios,Bogotá D.C.,Valor medio-alto,5,272961.53846153844,1364807.6923076923,68240.38461538461
62LQJXETAX,2020-12-01,Servicios,Bogotá D.C.,Valor medio-alto,3,272961.53846153844,818884.6153846153,40944.230769230766
62LQJXETAX,2021-02-01,Servicios,Bogotá D.C.,Valor medio-alto,4,272961.53846153844,1091846.1538461538,54592.30769230769
62LQJXETAX,2021-03-01,Servicios,Bogotá D.C.,Valor medio-alto,10,272961.53846153844,2729615.3846153845,136480.76923076922
62LQJXETAX,2021-04-01,Servicios,Bogotá D.C.,Valor medio-alto,2,272961.53846153844,545923.0769230769,27296.153846153844
62LQJXETAX,2021-05-01,Servicios,Bogotá D.C.,Valor medio-alto,2,272961.53846153844,545923.0769230769,27296.153846153844
63O84O4G1G,2021-03-01,Belleza y cuidado personal,Bogotá D.C.,Valor medio-alto,1,426600.0,426600.0,21330.0
63O84O4G1G,2021-04-01,Belleza y cuidado personal,Bogotá D.C.,Valor medio-alto,2,426600.0,853200.0,42660.0
63O84O4G1G,2021-05-01,Belleza y cuidado personal,Bogotá D.C.,Valor medio-alto,2,426600.0,853200.0,42660.0
63SL7IDTGS,2021-03-01,Servicios,Bogotá D.C.,Valor medio-alto,3,1025800.0,3077400.0,153870.0
63SL7IDTGS,2021-04-01,Servicios,Bogotá D.C.,Valor medio-alto,3,1025800.0,3077400.0,153870.0
63SL7IDTGS,2021-05-01,Servicios,Bogotá D.C.,Valor medio-alto,4,1025800.0,4103200.0,205160.0
63WBCXK3U8,2021-03-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,237,69996.86847599165,16589257.828810021,829462.8914405011
63WBCXK3U8,2021-04-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,148,69996.86847599165,10359536.534446765,517976.8267223383
63WBCXK3U8,2021-05-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,94,69996.86847599165,6579705.636743215,328985.28183716076
63WOMQ8TRS,2021-03-01,Belleza y cuidado personal,Bogotá D.C.,Valor medio,1,2000.0,2000.0,100.0
65CA3QS9D9,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,133666.66666666666,133666.66666666666,6683.333333333333
65CA3QS9D9,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,2,133666.66666666666,267333.3333333333,13366.666666666666
66R1AH4VYO,2021-02-01,Comercio detallista,Soacha,Valor medio-alto,12,104561.40350877192,1254736.8421052631,62736.84210526316
66R1AH4VYO,2021-03-01,Comercio detallista,Soacha,Valor medio-alto,12,104561.40350877192,1254736.8421052631,62736.84210526316
66R1AH4VYO,2021-04-01,Comercio detallista,Soacha,Valor medio-alto,15,104561.40350877192,1568421.0526315789,78421.05263157895
66R1AH4VYO,2021-05-01,Comercio detallista,Soacha,Valor medio-alto,18,104561.40350877192,1882105.2631578946,94105.26315789473
66YY89Z2JP,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio,1,2000.0,2000.0,100.0
68ENKIFD0R,2021-03-01,Turismo y entretenimiento,Bogotá D.C.,Valor medio-alto,2,286000.0,572000.0,28600.0
68ENKIFD0R,2021-04-01,Turismo y entretenimiento,Bogotá D.C.,Valor medio-alto,1,286000.0,286000.0,14300.0
68ENKIFD0R,2021-05-01,Turismo y entretenimiento,Bogotá D.C.,Valor medio-alto,2,286000.0,572000.0,28600.0
68RONX4D21,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio,3,1000.0,3000.0,150.0
68Z1PVOS5D,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,3,426166.6666666667,1278500.0,63925.0
68Z1PVOS5D,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,2,426166.6666666667,852333.3333333334,42616.66666666667
68Z1PVOS5D,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,426166.6666666667,426166.6666666667,21308.333333333336
69CXZXA0ES,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio,2,1500.0,3000.0,150.0
69GONJ7WL7,2021-03-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,1,22375.0,22375.0,1118.75
69GONJ7WL7,2021-04-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,12,22375.0,268500.0,13425.0
69GONJ7WL7,2021-05-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,3,22375.0,67125.0,3356.25
69MT1AWUC0,2021-02-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,12,40317.857142857145,483814.28571428574,24190.71428571429
69MT1AWUC0,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,14,40317.857142857145,564450.0,28222.5
69MT1AWUC0,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,16,40317.857142857145,645085.7142857143,32254.285714285717
69MT1AWUC0,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,14,40317.857142857145,564450.0,28222.5
6ADR80VQ0A,2021-03-01,Transporte,Bogotá D.C.,Valor medio,1,1000.0,1000.0,50.0
6B2D9VRWTJ,2021-02-01,Comercio detallista,Bogotá D.C.,Valor medio,2,174000.0,348000.0,17400.0
6B38CXLP7A,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,2,895571.4285714285,1791142.857142857,89557.14285714286
6B38CXLP7A,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,6,895571.4285714285,5373428.571428571,268671.4285714286
6B38CXLP7A,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,6,895571.4285714285,5373428.571428571,268671.4285714286
6BAZ76R4PD,2021-02-01,Transporte,Cali,Valor medio-alto,1,36250.0,36250.0,1812.5
6BAZ76R4PD,2021-03-01,Transporte,Cali,Valor medio-alto,4,36250.0,145000.0,7250.0
6BAZ76R4PD,2021-05-01,Transporte,Cali,Valor medio-alto,1,36250.0,36250.0,1812.5
6BO83N44HG,2021-03-01,Belleza y cuidado personal,Soacha,Valor medio-alto,1,217000.0,217000.0,10850.0
6BO83N44HG,2021-04-01,Belleza y cuidado personal,Soacha,Valor medio-alto,2,217000.0,434000.0,21700.0
6BO83N44HG,2021-05-01,Belleza y cuidado personal,Soacha,Valor medio-alto,9,217000.0,1953000.0,97650.0
6C3WG23EG2,2021-03-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,20,42111.971830985916,842239.4366197183,42111.971830985916
6C3WG23EG2,2021-04-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,23,42111.971830985916,968575.352112676,48428.7676056338
6C3WG23EG2,2021-05-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,28,42111.971830985916,1179135.2112676057,58956.76056338029
6C5VWLS2HH,2021-03-01,Reparación y limpieza,Bogotá D.C.,Valor medio-alto,8,63100.0,504800.0,25240.0
6C5VWLS2HH,2021-04-01,Reparación y limpieza,Bogotá D.C.,Valor medio-alto,1,63100.0,63100.0,3155.0
6C5VWLS2HH,2021-05-01,Reparación y limpieza,Bogotá D.C.,Valor medio-alto,1,63100.0,63100.0,3155.0
6CCTXYY95I,2021-03-01,Reparación y limpieza,Bogotá D.C.,Valor medio-alto,4,357857.14285714284,1431428.5714285714,71571.42857142857
6CCTXYY95I,2021-04-01,Reparación y limpieza,Bogotá D.C.,Valor medio-alto,1,357857.14285714284,357857.14285714284,17892.85714285714
6CCTXYY95I,2021-05-01,Reparación y limpieza,Bogotá D.C.,Valor medio-alto,2,357857.14285714284,715714.2857142857,35785.71428571428
6CH8C929DI,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio,2,15500.0,31000.0,1550.0
6D6LEAFBPP,2021-03-01,Servicios,Bogotá D.C.,Valor medio-alto,2,860366.6666666666,1720733.3333333333,86036.66666666667
6D6LEAFBPP,2021-04-01,Servicios,Bogotá D.C.,Valor medio-alto,1,860366.6666666666,860366.6666666666,43018.333333333336
6D6LEAFBPP,2021-05-01,Servicios,Bogotá D.C.,Valor medio-alto,12,860366.6666666666,10324400.0,516220.0
6DIT6L8BRF,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,3,713175.0,2139525.0,106976.25
6DIT6L8BRF,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,4,713175.0,2852700.0,142635.0
6DIT6L8BRF,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,713175.0,713175.0,35658.75
6DSA0HVH5P,2021-01-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,4,77800.0,311200.0,15560.0
6DSA0HVH5P,2021-02-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,4,77800.0,311200.0,15560.0
6DSA0HVH5P,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,3,77800.0,233400.0,11670.0
6DSA0HVH5P,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,77800.0,77800.0,3890.0
6DSA0HVH5P,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,3,77800.0,233400.0,11670.0
6F1YSR6QRA,2021-01-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,3,37994.0,113982.0,5699.1
6F1YSR6QRA,2020-12-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,4,37994.0,151976.0,7598.8
6F1YSR6QRA,2021-02-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,7,37994.0,265958.0,13297.900000000001
6F1YSR6QRA,2021-03-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,1,37994.0,37994.0,1899.7
6F1YSR6QRA,2021-04-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,10,37994.0,379940.0,18997.0
6F1YSR6QRA,2021-05-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,15,37994.0,569910.0,28495.5
6FGX3A5PTO,2021-03-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,9,142552.9411764706,1282976.4705882354,64148.82352941178
6FGX3A5PTO,2021-04-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,3,142552.9411764706,427658.8235294118,21382.94117647059
6FGX3A5PTO,2021-05-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,5,142552.9411764706,712764.705882353,35638.23529411765
6FPBCBCBR6,2021-03-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,9,30242.125,272179.125,13608.956250000001
6FPBCBCBR6,2021-04-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,19,30242.125,574600.375,28730.018750000003
6FPBCBCBR6,2021-05-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,12,30242.125,362905.5,18145.275
6G0AX2PWQ1,2021-03-01,Transporte,Bogotá D.C.,Valor medio,1,1000.0,1000.0,50.0
6GI49VGELH,2021-03-01,Alimentos y bebidas,La Mesa,Valor medio-alto,4,144025.92592592593,576103.7037037037,28805.185185185186
6GI49VGELH,2021-04-01,Alimentos y bebidas,La Mesa,Valor medio-alto,6,144025.92592592593,864155.5555555555,43207.77777777778
6GI49VGELH,2021-05-01,Alimentos y bebidas,La Mesa,Valor medio-alto,17,144025.92592592593,2448440.7407407407,122422.03703703704
6GOYSKZN4A,2021-03-01,Alimentos y bebidas,Choachí,Valor medio-alto,3,68480.95238095238,205442.85714285716,10272.142857142859
6GOYSKZN4A,2021-04-01,Alimentos y bebidas,Choachí,Valor medio-alto,27,68480.95238095238,1848985.7142857143,92449.28571428572
6GOYSKZN4A,2021-05-01,Alimentos y bebidas,Choachí,Valor medio-alto,33,68480.95238095238,2259871.4285714286,112993.57142857143
6GRPQXR5QQ,2021-03-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,1,51025.0,51025.0,2551.25
6GRPQXR5QQ,2021-04-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,4,51025.0,204100.0,10205.0
6GRPQXR5QQ,2021-05-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,3,51025.0,153075.0,7653.75
6H1TYTVCAO,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio,1,1000.0,1000.0,50.0
6HNN0LETDC,2021-01-01,Reparación y limpieza,Bogotá D.C.,Valor medio-alto,3,55250.0,165750.0,8287.5
6HNN0LETDC,2021-02-01,Reparación y limpieza,Bogotá D.C.,Valor medio-alto,5,55250.0,276250.0,13812.5
6HNN0LETDC,2021-03-01,Reparación y limpieza,Bogotá D.C.,Valor medio-alto,9,55250.0,497250.0,24862.5
6HNN0LETDC,2021-04-01,Reparación y limpieza,Bogotá D.C.,Valor medio-alto,4,55250.0,221000.0,11050.0
6HNN0LETDC,2021-05-01,Reparación y limpieza,Bogotá D.C.,Valor medio-alto,7,55250.0,386750.0,19337.5
6HWU32GZ2S,2021-03-01,Comercio detallista,Soacha,Valor medio-alto,3,217875.0,653625.0,32681.25
6HWU32GZ2S,2021-04-01,Comercio detallista,Soacha,Valor medio-alto,4,217875.0,871500.0,43575.0
6HWU32GZ2S,2021-05-01,Comercio detallista,Soacha,Valor medio-alto,1,217875.0,217875.0,10893.75
6JVV2H9RRG,2021-03-01,Comercio detallista,Soacha,Valor medio-alto,3,879349.9523809524,2638049.8571428573,131902.49285714288
6JVV2H9RRG,2021-04-01,Comercio detallista,Soacha,Valor medio-alto,11,879349.9523809524,9672849.476190478,483642.4738095239
6JVV2H9RRG,2021-05-01,Comercio detallista,Soacha,Valor medio-alto,7,879349.9523809524,6155449.666666667,307772.48333333334
6K8MFS8NDA,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,183375.0,183375.0,9168.75
6K8MFS8NDA,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,2,183375.0,366750.0,18337.5
6K8MFS8NDA,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,5,183375.0,916875.0,45843.75
6KGP8MABR4,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio,3,26375.0,79125.0,3956.25
6KGP8MABR4,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio,1,26375.0,26375.0,1318.75
6KHRNF6P7R,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,3,827400.0,2482200.0,124110.0
6KHRNF6P7R,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,827400.0,827400.0,41370.0
6KHRNF6P7R,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,827400.0,827400.0,41370.0
6KJOYO84M8,2021-03-01,Alimentos y bebidas,Funza,Valor medio-alto,1,35863.63636363636,35863.63636363636,1793.181818181818
6KJOYO84M8,2021-04-01,Alimentos y bebidas,Funza,Valor medio-alto,6,35863.63636363636,215181.81818181818,10759.09090909091
6KJOYO84M8,2021-05-01,Alimentos y bebidas,Funza,Valor medio-alto,4,35863.63636363636,143454.54545454544,7172.727272727272
6L99AGJHH4,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio,1,1000.0,1000.0,50.0
6LD30NM8O9,2021-02-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,6,49702.89855072464,298217.39130434784,14910.869565217392
6LD30NM8O9,2021-03-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,37,49702.89855072464,1839007.2463768118,91950.36231884059
6LD30NM8O9,2021-04-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,39,49702.89855072464,1938413.043478261,96920.65217391305
6LD30NM8O9,2021-05-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,56,49702.89855072464,2783362.31884058,139168.11594202902
6LG4ZFETCV,2021-01-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,1,17067.85714285714,17067.85714285714,853.3928571428571
6LG4ZFETCV,2020-12-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,1,17067.85714285714,17067.85714285714,853.3928571428571
6LG4ZFETCV,2021-02-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,8,17067.85714285714,136542.85714285713,6827.142857142857
6LG4ZFETCV,2021-03-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,3,17067.85714285714,51203.57142857142,2560.178571428571
6LG4ZFETCV,2021-04-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,7,17067.85714285714,119474.99999999999,5973.75
6LG4ZFETCV,2021-05-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,8,17067.85714285714,136542.85714285713,6827.142857142857
6LHUXX86FS,2021-03-01,Belleza y cuidado personal,Bogotá D.C.,Valor medio-alto,3,34700.0,104100.0,5205.0
6LHUXX86FS,2021-04-01,Belleza y cuidado personal,Bogotá D.C.,Valor medio-alto,1,34700.0,34700.0,1735.0
6LHUXX86FS,2021-05-01,Belleza y cuidado personal,Bogotá D.C.,Valor medio-alto,1,34700.0,34700.0,1735.0
6LJNP7MCG5,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,5,311933.0833333333,1559665.4166666665,77983.27083333333
6LJNP7MCG5,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,4,311933.0833333333,1247732.3333333333,62386.61666666667
6LJNP7MCG5,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,3,311933.0833333333,935799.25,46789.9625
6LTBMBN8NC,2021-03-01,Reparación y limpieza,Fusagasugá,Valor medio-alto,2,136545.45454545456,273090.9090909091,13654.545454545456
6LTBMBN8NC,2021-04-01,Reparación y limpieza,Fusagasugá,Valor medio-alto,5,136545.45454545456,682727.2727272728,34136.36363636364
6LTBMBN8NC,2021-05-01,Reparación y limpieza,Fusagasugá,Valor medio-alto,4,136545.45454545456,546181.8181818182,27309.09090909091
6LUXMSBYCK,2021-01-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,2,161374.32432432432,322748.64864864864,16137.432432432433
6LUXMSBYCK,2021-02-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,13,161374.32432432432,2097866.2162162163,104893.31081081083
6LUXMSBYCK,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,12,161374.32432432432,1936491.8918918918,96824.5945945946
6LUXMSBYCK,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,9,161374.32432432432,1452368.9189189188,72618.44594594595
6LUXMSBYCK,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,161374.32432432432,161374.32432432432,8068.716216216217
6MUXAOTO28,2021-01-01,Servicios,Bogotá D.C.,Valor medio,1,2000.0,2000.0,100.0
6N0H9X7LAL,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio,1,2000.0,2000.0,100.0
6NG2IZHSH9,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio,1,2000.0,2000.0,100.0
6NG2IZHSH9,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio,1,2000.0,2000.0,100.0
6NH5UYUQPI,2021-02-01,Reparación y limpieza,Soacha,Valor medio-alto,3,911734.3181818182,2735202.9545454546,136760.14772727274
6NH5UYUQPI,2021-03-01,Reparación y limpieza,Soacha,Valor medio-alto,10,911734.3181818182,9117343.181818182,455867.1590909091
6NH5UYUQPI,2021-04-01,Reparación y limpieza,Soacha,Valor medio-alto,4,911734.3181818182,3646937.272727273,182346.86363636365
6NH5UYUQPI,2021-05-01,Reparación y limpieza,Soacha,Valor medio-alto,5,911734.3181818182,4558671.590909091,227933.57954545456
6O46N9MHC5,2021-01-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,504055.55555555556,504055.55555555556,25202.77777777778
6O46N9MHC5,2021-02-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,3,504055.55555555556,1512166.6666666667,75608.33333333334
6O46N9MHC5,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,6,504055.55555555556,3024333.3333333335,151216.6666666667
6O46N9MHC5,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,2,504055.55555555556,1008111.1111111111,50405.55555555556
6O46N9MHC5,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,6,504055.55555555556,3024333.3333333335,151216.6666666667
6OB6EAIZ1W,2021-03-01,Comercio detallista,Madrid,Valor medio-alto,4,1251116.6666666667,5004466.666666667,250223.33333333337
6OB6EAIZ1W,2021-04-01,Comercio detallista,Madrid,Valor medio-alto,2,1251116.6666666667,2502233.3333333335,125111.66666666669
6ONO0CBH7X,2021-01-01,Comercio detallista,Soacha,Valor medio-alto,3,56747.619047619046,170242.85714285713,8512.142857142857
6ONO0CBH7X,2021-02-01,Comercio detallista,Soacha,Valor medio-alto,2,56747.619047619046,113495.23809523809,5674.761904761905
6ONO0CBH7X,2021-03-01,Comercio detallista,Soacha,Valor medio-alto,7,56747.619047619046,397233.3333333333,19861.666666666668
6ONO0CBH7X,2021-04-01,Comercio detallista,Soacha,Valor medio-alto,2,56747.619047619046,113495.23809523809,5674.761904761905
6ONO0CBH7X,2021-05-01,Comercio detallista,Soacha,Valor medio-alto,7,56747.619047619046,397233.3333333333,19861.666666666668
6OV39AQ6SZ,2021-03-01,Reparación y limpieza,Bogotá D.C.,Valor medio-alto,2,36537.5,73075.0,3653.75
6OV39AQ6SZ,2021-05-01,Reparación y limpieza,Bogotá D.C.,Valor medio-alto,2,36537.5,73075.0,3653.75
6PDAJ0HTJK,2021-03-01,Servicios,Soacha,Valor alto,5,174987.03703703705,874935.1851851853,43746.75925925927
6PDAJ0HTJK,2021-04-01,Servicios,Soacha,Valor alto,12,174987.03703703705,2099844.4444444445,104992.22222222223
6PDAJ0HTJK,2021-05-01,Servicios,Soacha,Valor alto,10,174987.03703703705,1749870.3703703706,87493.51851851854
6PN5UVOT9X,2021-02-01,Servicios,Bogotá D.C.,Valor medio,1,2000.0,2000.0,100.0
6PXSUO8JYJ,2021-03-01,Comercio detallista,Cajicá,Valor medio-alto,3,102538.46153846153,307615.3846153846,15380.769230769232
6PXSUO8JYJ,2021-04-01,Comercio detallista,Cajicá,Valor medio-alto,5,102538.46153846153,512692.30769230763,25634.615384615383
6PXSUO8JYJ,2021-05-01,Comercio detallista,Cajicá,Valor medio-alto,5,102538.46153846153,512692.30769230763,25634.615384615383
6Q11YM9F8F,2021-03-01,Transporte,Cali,Valor medio-alto,2,205980.0,411960.0,20598.0
6Q11YM9F8F,2021-05-01,Transporte,Cali,Valor medio-alto,3,205980.0,617940.0,30897.0
6R8RD080AG,2021-03-01,Servicios,Soacha,Valor medio,1,158500.0,158500.0,7925.0
6RT5FC9F2H,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,9,249750.0,2247750.0,112387.5
6RT5FC9F2H,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,7,249750.0,1748250.0,87412.5
6RT5FC9F2H,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,8,249750.0,1998000.0,99900.0
6S5FR3W0EI,2021-02-01,Belleza y cuidado personal,Bogotá D.C.,Valor medio-alto,2,43590.0,87180.0,4359.0
6S5FR3W0EI,2021-04-01,Belleza y cuidado personal,Bogotá D.C.,Valor medio-alto,3,43590.0,130770.0,6538.5
6S5FR3W0EI,2021-05-01,Belleza y cuidado personal,Bogotá D.C.,Valor medio-alto,5,43590.0,217950.0,10897.5
