Id_comercio,periodo_fecha,Categoria_comercio,Ciudad,segmento_final_nombre,cantidad transacciones,ticket_promedio,monto_estimado_mes,comision_estimada_mes
M1J0PZLEWY,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,140755.55555555556,140755.55555555556,7037.777777777778
M1J0PZLEWY,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,140755.55555555556,140755.55555555556,7037.777777777778
M1J0PZLEWY,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,7,140755.55555555556,985288.888888889,49264.44444444445
M1RO2XZUNY,2021-03-01,Servicios,Cali,Valor medio-alto,1,350500.0,350500.0,17525.0
M1RO2XZUNY,2021-04-01,Servicios,Cali,Valor medio-alto,1,350500.0,350500.0,17525.0
M2FKWED4JU,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,4,216666.66666666666,866666.6666666666,43333.333333333336
M2FKWED4JU,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,2,216666.66666666666,433333.3333333333,21666.666666666668
M3FUXEI1AB,2021-02-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,283300.0,283300.0,14165.0
M3FUXEI1AB,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,4,283300.0,1133200.0,56660.0
M3FUXEI1AB,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,283300.0,283300.0,14165.0
M3FUXEI1AB,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,4,283300.0,1133200.0,56660.0
M3M5SSQNXB,2021-03-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,2,18850.0,37700.0,1885.0
M3M5SSQNXB,2021-04-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,4,18850.0,75400.0,3770.0
M3M5SSQNXB,2021-05-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,4,18850.0,75400.0,3770.0
M3Z7P9TKSI,2021-02-01,Comercio detallista,Soacha,Valor medio-alto,6,300230.76923076925,1801384.6153846155,90069.23076923078
M3Z7P9TKSI,2021-03-01,Comercio detallista,Soacha,Valor medio-alto,1,300230.76923076925,300230.76923076925,15011.538461538463
M3Z7P9TKSI,2021-04-01,Comercio detallista,Soacha,Valor medio-alto,2,300230.76923076925,600461.5384615385,30023.076923076926
M3Z7P9TKSI,2021-05-01,Comercio detallista,Soacha,Valor medio-alto,4,300230.76923076925,1200923.076923077,60046.15384615385
M4LEJ2UW3D,2021-03-01,Comercio detallista,Tenjo,Valor medio-alto,3,268428.5714285714,805285.7142857143,40264.28571428572
M4LEJ2UW3D,2021-04-01,Comercio detallista,Tenjo,Valor medio-alto,2,268428.5714285714,536857.1428571428,26842.857142857145
M4LEJ2UW3D,2021-05-01,Comercio detallista,Tenjo,Valor medio-alto,2,268428.5714285714,536857.1428571428,26842.857142857145
M4MHAN3FGL,2021-03-01,Reparación y limpieza,Bogotá D.C.,Valor medio,3,72333.33333333333,217000.0,10850.0
M5HZ7X5U73,2021-02-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,7,646890.9090909091,4528236.363636363,226411.81818181818
M5HZ7X5U73,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,2,646890.9090909091,1293781.8181818181,64689.09090909091
M5HZ7X5U73,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,646890.9090909091,646890.9090909091,32344.545454545456
M5HZ7X5U73,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,646890.9090909091,646890.9090909091,32344.545454545456
M6DAT66S3X,2021-01-01,Belleza y cuidado personal,Bogotá D.C.,Valor medio-alto,1,829561.3333333334,829561.3333333334,41478.06666666667
M6DAT66S3X,2020-12-01,Belleza y cuidado personal,Bogotá D.C.,Valor medio-alto,1,829561.3333333334,829561.3333333334,41478.06666666667
M6DAT66S3X,2021-02-01,Belleza y cuidado personal,Bogotá D.C.,Valor medio-alto,3,829561.3333333334,2488684.0,124434.20000000001
M6DAT66S3X,2021-03-01,Belleza y cuidado personal,Bogotá D.C.,Valor medio-alto,7,829561.3333333334,5806929.333333334,290346.46666666673
M6DAT66S3X,2021-04-01,Belleza y cuidado personal,Bogotá D.C.,Valor medio-alto,1,829561.3333333334,829561.3333333334,41478.06666666667
M6DAT66S3X,2021-05-01,Belleza y cuidado personal,Bogotá D.C.,Valor medio-alto,2,829561.3333333334,1659122.6666666667,82956.13333333335
M6L291J9AL,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,5,127137.5,635687.5,31784.375
M6L291J9AL,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,127137.5,127137.5,6356.875
M6L291J9AL,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,2,127137.5,254275.0,12713.75
M6OZBW3KV8,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,5,482083.3333333333,2410416.6666666665,120520.83333333333
M6OZBW3KV8,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,3,482083.3333333333,1446250.0,72312.5
M6OZBW3KV8,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,4,482083.3333333333,1928333.3333333333,96416.66666666667
M6UN6KKMVK,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,246285.7142857143,246285.7142857143,12314.285714285716
M6UN6KKMVK,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,246285.7142857143,246285.7142857143,12314.285714285716
M6UN6KKMVK,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,5,246285.7142857143,1231428.5714285714,61571.42857142857
M7CPCAKDOW,2021-02-01,Reparación y limpieza,Bogotá D.C.,Valor medio,1,2000.0,2000.0,100.0
MA4Q90WWJP,2021-03-01,Servicios,Bogotá D.C.,Valor medio-alto,9,217272.72727272726,1955454.5454545454,97772.72727272728
MA4Q90WWJP,2021-04-01,Servicios,Bogotá D.C.,Valor medio-alto,3,217272.72727272726,651818.1818181818,32590.90909090909
MA4Q90WWJP,2021-05-01,Servicios,Bogotá D.C.,Valor medio-alto,10,217272.72727272726,2172727.2727272725,108636.36363636363
MA88HYP2K0,2021-03-01,Reparación y limpieza,Bogotá D.C.,Valor medio-alto,2,61666.666666666664,123333.33333333333,6166.666666666667
MA88HYP2K0,2021-05-01,Reparación y limpieza,Bogotá D.C.,Valor medio-alto,1,61666.666666666664,61666.666666666664,3083.3333333333335
MABV7Z1QOS,2021-02-01,Comercio detallista,Bogotá D.C.,Valor medio,2,9000.0,18000.0,900.0
MAN4695RE8,2021-03-01,Servicios,Bogotá D.C.,Valor medio,1,153466.76470588235,153466.76470588235,7673.338235294118
MATDNHL7KW,2021-02-01,Comercio detallista,Soacha,Valor medio-alto,3,200285.7142857143,600857.1428571428,30042.857142857145
MATDNHL7KW,2021-03-01,Comercio detallista,Soacha,Valor medio-alto,2,200285.7142857143,400571.4285714286,20028.57142857143
MATDNHL7KW,2021-04-01,Comercio detallista,Soacha,Valor medio-alto,2,200285.7142857143,400571.4285714286,20028.57142857143
MB6DZQNR7S,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,3,360704.54545454547,1082113.6363636365,54105.68181818182
MB6DZQNR7S,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,4,360704.54545454547,1442818.1818181819,72140.9090909091
MB6DZQNR7S,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,4,360704.54545454547,1442818.1818181819,72140.9090909091
MB9ZFFD6U9,2021-03-01,Comercio detallista,Soacha,Valor medio-alto,3,171125.0,513375.0,25668.75
MB9ZFFD6U9,2021-04-01,Comercio detallista,Soacha,Valor medio-alto,5,171125.0,855625.0,42781.25
MBAE22ZFET,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio,1,1000.0,1000.0,50.0
MBAE22ZFET,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio,1,1000.0,1000.0,50.0
MBAQXWNCA8,2021-01-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,1,80625.0,80625.0,4031.25
MBAQXWNCA8,2020-12-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,1,80625.0,80625.0,4031.25
MBAQXWNCA8,2021-02-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,3,80625.0,241875.0,12093.75
MBAQXWNCA8,2021-03-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,3,80625.0,241875.0,12093.75
MBAQXWNCA8,2021-04-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,2,80625.0,161250.0,8062.5
MBAQXWNCA8,2021-05-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,6,80625.0,483750.0,24187.5
MBAT0CNCX3,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,11,587185.1851851852,6459037.037037037,322951.8518518519
MBAT0CNCX3,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,11,587185.1851851852,6459037.037037037,322951.8518518519
MBAT0CNCX3,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,5,587185.1851851852,2935925.925925926,146796.2962962963
MBG4BBS0ZF,2021-02-01,Turismo y entretenimiento,Bogotá D.C.,Valor medio-alto,1,130400.0,130400.0,6520.0
MBG4BBS0ZF,2021-03-01,Turismo y entretenimiento,Bogotá D.C.,Valor medio-alto,1,130400.0,130400.0,6520.0
MBG4BBS0ZF,2021-04-01,Turismo y entretenimiento,Bogotá D.C.,Valor medio-alto,3,130400.0,391200.0,19560.0
MBGZ788DAW,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,3,74125.0,222375.0,11118.75
MBGZ788DAW,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,4,74125.0,296500.0,14825.0
MBGZ788DAW,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,74125.0,74125.0,3706.25
MCIHBFIT21,2021-03-01,Servicios,Bogotá D.C.,Valor medio-alto,4,87140.0,348560.0,17428.0
MCIHBFIT21,2021-04-01,Servicios,Bogotá D.C.,Valor medio-alto,7,87140.0,609980.0,30499.0
MCIHBFIT21,2021-05-01,Servicios,Bogotá D.C.,Valor medio-alto,9,87140.0,784260.0,39213.0
MCTSSCB8GF,2021-03-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,3,34824.1935483871,104472.5806451613,5223.629032258065
MCTSSCB8GF,2021-04-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,10,34824.1935483871,348241.93548387097,17412.09677419355
MCTSSCB8GF,2021-05-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,18,34824.1935483871,626835.4838709678,31341.77419354839
MCX49Q2ICS,2021-03-01,Servicios,Bogotá D.C.,Valor medio-alto,3,130353.33333333333,391060.0,19553.0
MCX49Q2ICS,2021-04-01,Servicios,Bogotá D.C.,Valor medio-alto,2,130353.33333333333,260706.66666666666,13035.333333333334
MCX49Q2ICS,2021-05-01,Servicios,Bogotá D.C.,Valor medio-alto,10,130353.33333333333,1303533.3333333333,65176.666666666664
MDCITTJ051,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,13,61226.78571428572,795948.2142857143,39797.41071428572
MDCITTJ051,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,15,61226.78571428572,918401.7857142858,45920.08928571429
MDCITTJ051,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,28,61226.78571428572,1714350.0,85717.5
MDMUSVHW27,2021-01-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,4,316588.23529411765,1266352.9411764706,63317.64705882353
MDMUSVHW27,2021-02-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,2,316588.23529411765,633176.4705882353,31658.823529411766
MDMUSVHW27,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,4,316588.23529411765,1266352.9411764706,63317.64705882353
MDMUSVHW27,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,4,316588.23529411765,1266352.9411764706,63317.64705882353
MDMUSVHW27,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,3,316588.23529411765,949764.705882353,47488.23529411765
MDQBI18G0H,2021-03-01,Servicios,Bogotá D.C.,Valor medio-alto,9,120863.11111111111,1087768.0,54388.4
MDQBI18G0H,2021-04-01,Servicios,Bogotá D.C.,Valor medio-alto,7,120863.11111111111,846041.7777777778,42302.08888888889
MDQBI18G0H,2021-05-01,Servicios,Bogotá D.C.,Valor medio-alto,11,120863.11111111111,1329494.2222222222,66474.71111111112
MDQD09KPD8,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,2,556000.0,1112000.0,55600.0
MDQD09KPD8,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,556000.0,556000.0,27800.0
MDYXP46Y6D,2021-03-01,Comercio detallista,Zipaquirá,Valor medio-alto,2,150250.0,300500.0,15025.0
MDYXP46Y6D,2021-04-01,Comercio detallista,Zipaquirá,Valor medio-alto,2,150250.0,300500.0,15025.0
MEJ0Y2UWFC,2021-02-01,Servicios,Bogotá D.C.,Valor medio-alto,1,71096.66666666667,71096.66666666667,3554.833333333334
MEJ0Y2UWFC,2021-03-01,Servicios,Bogotá D.C.,Valor medio-alto,12,71096.66666666667,853160.0,42658.0
MEJ0Y2UWFC,2021-05-01,Servicios,Bogotá D.C.,Valor medio-alto,2,71096.66666666667,142193.33333333334,7109.666666666668
MF1J9PLAZB,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,3,17200.0,51600.0,2580.0
MF1J9PLAZB,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,3,17200.0,51600.0,2580.0
MG0TXIFH2Y,2021-01-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,2,71900.0,143800.0,7190.0
MG0TXIFH2Y,2021-02-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,3,71900.0,215700.0,10785.0
MG0TXIFH2Y,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,71900.0,71900.0,3595.0
MG0TXIFH2Y,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,6,71900.0,431400.0,21570.0
MHA1W68HEF,2021-01-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,277000.0,277000.0,13850.0
MHA1W68HEF,2021-02-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,277000.0,277000.0,13850.0
MHA1W68HEF,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,3,277000.0,831000.0,41550.0
MHA1W68HEF,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,277000.0,277000.0,13850.0
MHTOMTRPXW,2021-02-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,270333.3333333333,270333.3333333333,13516.666666666666
MHTOMTRPXW,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,2,270333.3333333333,540666.6666666666,27033.333333333332
MHTOMTRPXW,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,3,270333.3333333333,811000.0,40550.0
MID8YJ7B2Q,2021-03-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,10,29908.21212121212,299082.1212121212,14954.106060606062
MID8YJ7B2Q,2021-04-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,11,29908.21212121212,328990.3333333333,16449.516666666666
MID8YJ7B2Q,2021-05-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,12,29908.21212121212,358898.5454545454,17944.927272727273
MII41Z5CDJ,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio,2,571.4285714285714,1142.857142857143,57.142857142857146
MII41Z5CDJ,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio,5,571.4285714285714,2857.1428571428573,142.85714285714286
MILUR46FPC,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,131433.33333333334,131433.33333333334,6571.666666666668
MILUR46FPC,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,6,131433.33333333334,788600.0,39430.0
MILUR46FPC,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,2,131433.33333333334,262866.6666666667,13143.333333333336
MJHRQNWSIA,2021-03-01,Comercio detallista,Cali,Valor medio-alto,1,171666.66666666666,171666.66666666666,8583.333333333334
MJHRQNWSIA,2021-04-01,Comercio detallista,Cali,Valor medio-alto,2,171666.66666666666,343333.3333333333,17166.666666666668
MJVN8KHF63,2021-03-01,Reparación y limpieza,Bogotá D.C.,Valor medio-alto,10,65260.0,652600.0,32630.0
MJVN8KHF63,2021-05-01,Reparación y limpieza,Bogotá D.C.,Valor medio-alto,10,65260.0,652600.0,32630.0
MK1HU2V9VX,2021-03-01,Belleza y cuidado personal,Bogotá D.C.,Valor medio-alto,2,38142.857142857145,76285.71428571429,3814.2857142857147
MK1HU2V9VX,2021-04-01,Belleza y cuidado personal,Bogotá D.C.,Valor medio-alto,1,38142.857142857145,38142.857142857145,1907.1428571428573
MK1HU2V9VX,2021-05-01,Belleza y cuidado personal,Bogotá D.C.,Valor medio-alto,4,38142.857142857145,152571.42857142858,7628.571428571429
MKGC0PHC6Q,2021-03-01,Alimentos y bebidas,Soacha,Valor medio-alto,2,61200.0,122400.0,6120.0
MKGC0PHC6Q,2021-04-01,Alimentos y bebidas,Soacha,Valor medio-alto,1,61200.0,61200.0,3060.0
MKT16Z8OOI,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,2,110400.0,220800.0,11040.0
MKT16Z8OOI,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,3,110400.0,331200.0,16560.0
MLZY5KPHBV,2021-03-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,2,60850.0,121700.0,6085.0
MLZY5KPHBV,2021-04-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,1,60850.0,60850.0,3042.5
MLZY5KPHBV,2021-05-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,7,60850.0,425950.0,21297.5
MMX7SJT98E,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,11,50280.0,553080.0,27654.0
MMX7SJT98E,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,4,50280.0,201120.0,10056.0
MMX7SJT98E,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,10,50280.0,502800.0,25140.0
MNHAH41IFF,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,5,214434.78260869565,1072173.9130434783,53608.69565217392
MNHAH41IFF,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,4,214434.78260869565,857739.1304347826,42886.956521739135
MNHAH41IFF,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,14,214434.78260869565,3002086.9565217393,150104.34782608697
MNQC513UIT,2021-02-01,Comercio detallista,Soacha,Valor medio-alto,4,281285.71428571426,1125142.857142857,56257.142857142855
MNQC513UIT,2021-03-01,Comercio detallista,Soacha,Valor medio-alto,1,281285.71428571426,281285.71428571426,14064.285714285714
MNQC513UIT,2021-05-01,Comercio detallista,Soacha,Valor medio-alto,2,281285.71428571426,562571.4285714285,28128.571428571428
MOTBUA1AJN,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,5,138857.14285714287,694285.7142857143,34714.28571428572
MOTBUA1AJN,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,2,138857.14285714287,277714.28571428574,13885.714285714288
MOXR8NUMH9,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,38000.0,38000.0,1900.0
MOXR8NUMH9,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,2,38000.0,76000.0,3800.0
MOXR8NUMH9,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,38000.0,38000.0,1900.0
MQIXZ63VDC,2021-02-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,11,347086.95652173914,3817956.5217391304,190897.82608695654
MQIXZ63VDC,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,11,347086.95652173914,3817956.5217391304,190897.82608695654
MQIXZ63VDC,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,347086.95652173914,347086.95652173914,17354.347826086956
MQPYBCAV04,2020-12-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,10,36810.52631578947,368105.2631578947,18405.263157894737
MQPYBCAV04,2021-02-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,2,36810.52631578947,73621.05263157895,3681.0526315789475
MQPYBCAV04,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,4,36810.52631578947,147242.1052631579,7362.105263157895
MQPYBCAV04,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,3,36810.52631578947,110431.57894736843,5521.578947368422
MRCUN9NU5L,2021-03-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,14,81008.07692307692,1134113.076923077,56705.65384615385
MRCUN9NU5L,2021-04-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,11,81008.07692307692,891088.8461538461,44554.44230769231
MRCUN9NU5L,2021-05-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,1,81008.07692307692,81008.07692307692,4050.403846153846
MRF5SEXRVL,2021-02-01,Transporte,Cali,Valor medio,2,14000.0,28000.0,1400.0
MS0J1TKVJ8,2021-01-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,9,86857.59493670886,781718.3544303798,39085.91772151899
MS0J1TKVJ8,2021-02-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,24,86857.59493670886,2084582.2784810127,104229.11392405065
MS0J1TKVJ8,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,50,86857.59493670886,4342879.746835443,217143.98734177218
MS0J1TKVJ8,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,34,86857.59493670886,2953158.2278481014,147657.91139240508
MS0J1TKVJ8,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,41,86857.59493670886,3561161.3924050634,178058.06962025317
MSPPQDU7FT,2021-01-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,382982.35294117645,382982.35294117645,19149.11764705882
MSPPQDU7FT,2021-02-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,11,382982.35294117645,4212805.882352941,210640.29411764705
MSPPQDU7FT,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,2,382982.35294117645,765964.7058823529,38298.23529411764
MSPPQDU7FT,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,3,382982.35294117645,1148947.0588235294,57447.352941176476
MT1NAV81PW,2021-03-01,Reparación y limpieza,Bogotá D.C.,Valor medio,3,60666.666666666664,182000.0,9100.0
MT2QVRHKL8,2021-01-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,7,51163.69863013698,358145.8904109589,17907.294520547945
MT2QVRHKL8,2020-12-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,11,51163.69863013698,562800.6849315069,28140.034246575346
MT2QVRHKL8,2021-02-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,5,51163.69863013698,255818.49315068492,12790.924657534248
MT2QVRHKL8,2021-03-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,13,51163.69863013698,665128.0821917808,33256.40410958904
MT2QVRHKL8,2021-04-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,23,51163.69863013698,1176765.0684931506,58838.25342465754
MT2QVRHKL8,2021-05-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,14,51163.69863013698,716291.7808219178,35814.58904109589
MTRYBW9ZZS,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,2,125683.33333333333,251366.66666666666,12568.333333333334
MTRYBW9ZZS,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,6,125683.33333333333,754100.0,37705.0
MTRYBW9ZZS,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,4,125683.33333333333,502733.3333333333,25136.666666666668
MTUHC740X1,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,8,1028401.7894736842,8227214.315789473,411360.7157894737
MTUHC740X1,2021-04-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,9,1028401.7894736842,9255616.105263157,462780.8052631579
MTUHC740X1,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,2,1028401.7894736842,2056803.5789473683,102840.17894736842
MUYUXZR6H9,2021-03-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,9,53720.0,483480.0,24174.0
MUYUXZR6H9,2021-04-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,11,53720.0,590920.0,29546.0
MUYUXZR6H9,2021-05-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,20,53720.0,1074400.0,53720.0
MVJYKIJZP9,2021-02-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,2,485181.8181818182,970363.6363636364,48518.18181818182
MVJYKIJZP9,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,8,485181.8181818182,3881454.5454545454,194072.7272727273
MVJYKIJZP9,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,485181.8181818182,485181.8181818182,24259.09090909091
MVZZ6ITINJ,2021-01-01,Servicios,Bogotá D.C.,Valor medio-alto,6,74009.52380952382,444057.1428571429,22202.857142857145
MVZZ6ITINJ,2020-12-01,Servicios,Bogotá D.C.,Valor medio-alto,6,74009.52380952382,444057.1428571429,22202.857142857145
MVZZ6ITINJ,2021-02-01,Servicios,Bogotá D.C.,Valor medio-alto,4,74009.52380952382,296038.09523809527,14801.904761904763
MVZZ6ITINJ,2021-03-01,Servicios,Bogotá D.C.,Valor medio-alto,7,74009.52380952382,518066.66666666674,25903.33333333334
MVZZ6ITINJ,2021-04-01,Servicios,Bogotá D.C.,Valor medio-alto,8,74009.52380952382,592076.1904761905,29603.809523809527
MVZZ6ITINJ,2021-05-01,Servicios,Bogotá D.C.,Valor medio-alto,11,74009.52380952382,814104.761904762,40705.238095238106
MX1SQKCAPE,2021-01-01,Reparación y limpieza,Soacha,Valor medio-alto,6,1592933.3333333333,9557600.0,477880.0
MX1SQKCAPE,2021-03-01,Reparación y limpieza,Soacha,Valor medio-alto,4,1592933.3333333333,6371733.333333333,318586.6666666667
MX1SQKCAPE,2021-04-01,Reparación y limpieza,Soacha,Valor medio-alto,4,1592933.3333333333,6371733.333333333,318586.6666666667
MX1SQKCAPE,2021-05-01,Reparación y limpieza,Soacha,Valor medio-alto,1,1592933.3333333333,1592933.3333333333,79646.66666666667
MXP00L514B,2021-03-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,459400.0,459400.0,22970.0
MXP00L514B,2021-05-01,Comercio detallista,Bogotá D.C.,Valor medio-alto,1,459400.0,459400.0,22970.0
MXX4Y9TSGF,2021-02-01,Servicios,Bogotá D.C.,Valor medio,1,153466.76470588235,153466.76470588235,7673.338235294118
MXX4Y9TSGF,2021-03-01,Servicios,Bogotá D.C.,Valor medio,1,153466.76470588235,153466.76470588235,7673.338235294118
MYCIXQO8ST,2021-03-01,Servicios,Bogotá D.C.,Valor medio-alto,3,82937.5,248812.5,12440.625
MYCIXQO8ST,2021-04-01,Servicios,Bogotá D.C.,Valor medio-alto,4,82937.5,331750.0,16587.5
MYCIXQO8ST,2021-05-01,Servicios,Bogotá D.C.,Valor medio-alto,1,82937.5,82937.5,4146.875
MYJZ3UF0R9,2021-03-01,Alimentos y bebidas,Bogotá D.C.,Valor medio-alto,6,24457.14285714286,146742.85714285716,7337.142857142859
